Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
OASIS GARDEN,"2,290,000","1,442.38","1,588",31 Aug 2023,55 JALAN BUNGA RAMPAI #03-07,Resale,Strata,134,"17,090",-,Condominium,1,Freehold,2009,Private,538422,19,53,Central Region,Toa Payoh
KOVAN RESIDENCES,"2,800,000","1,797.59","1,558",31 Aug 2023,5A KOVAN ROAD #04-22,Resale,Strata,167,"16,766",-,Condominium,1,99 yrs from 31/12/2007,2011,Private,544895,19,54,North East Region,Hougang
FLO RESIDENCE,"1,050,000",785.77,"1,336",31 Aug 2023,13 PUNGGOL FIELD WALK #16-27,Resale,Strata,73,"14,384",-,Condominium,1,99 yrs from 05/12/2011,2016,HDB,828745,19,82,North East Region,Punggol
A TREASURE TROVE,"1,768,000","1,270.15","1,392",31 Aug 2023,52 PUNGGOL WALK #01-06,Resale,Strata,118,"14,983",-,Condominium,1,99 yrs from 09/03/2011,2015,Private,828831,19,82,North East Region,Punggol
AFFINITY AT SERANGOON,"1,720,000",904.18,"1,902",31 Aug 2023,26 SERANGOON NORTH AVENUE 1 #08-43,Sub Sale,Strata,84,"20,476",-,Apartment,1,99 yrs from 18/05/2018,2023,HDB,554340,19,55,North East Region,Serangoon
BOTANIQUE AT BARTLEY,"1,395,000",731.95,"1,906",31 Aug 2023,233 UPPER PAYA LEBAR ROAD #05-36,Resale,Strata,68,"20,515",-,Condominium,1,99 yrs from 14/04/2014,2019,Private,533869,19,53,North East Region,Serangoon
SUNGLADE,"1,540,000","1,022.58","1,506",31 Aug 2023,11 SERANGOON AVENUE 2 #09-32,Resale,Strata,95,"16,211",-,Condominium,1,99 yrs from 09/10/2000,2003,Private,556135,19,55,North East Region,Serangoon
PALM GROVE CONDOMINIUM,"1,860,000","1,291.68","1,440",31 Aug 2023,19 PALM GROVE AVENUE #02-10,Resale,Strata,120,"15,500",-,Condominium,1,999 yrs from 02/12/1878,2002,Private,547315,19,54,North East Region,Hougang
RIVERFRONT RESIDENCES,"1,230,000",721.19,"1,706",31 Aug 2023,47 HOUGANG AVENUE 7 #12-39,Sub Sale,Strata,67,"18,358",-,Apartment,1,99 yrs from 31/05/2018,2023,Private,533816,19,53,North East Region,Hougang
AFFINITY AT SERANGOON,"826,000",473.62,"1,744",31 Aug 2023,20 SERANGOON NORTH AVENUE 1 #05-19,Sub Sale,Strata,44,"18,773",-,Apartment,1,99 yrs from 18/05/2018,2023,HDB,554337,19,55,North East Region,Serangoon
PARC VERA,"3,100,000","3,304.55",938,31 Aug 2023,8 HOUGANG STREET 32 #17-16,Resale,Strata,307,"10,098",-,Condominium,1,99 yrs from 20/12/2010,2014,Private,534038,19,53,North East Region,Hougang
LA FIESTA,"1,688,000","1,259.39","1,340",31 Aug 2023,68 SENGKANG SQUARE #01-39,Resale,Strata,117,"14,427",-,Condominium,1,99 yrs from 03/09/2012,2016,HDB,544704,19,54,North East Region,Sengkang
CHILTERN PARK,"1,958,000","1,302.44","1,503",31 Aug 2023,135 SERANGOON AVENUE 3 #03-01,Resale,Strata,121,"16,182",-,Condominium,1,99 yrs from 01/03/1991,1995,Private,556114,19,55,North East Region,Serangoon
RIVERFRONT RESIDENCES,"1,206,000",721.19,"1,672",04 Sep 2023,53 HOUGANG AVENUE 7 #12-64,Sub Sale,Strata,67,"18,000",-,Apartment,1,99 yrs from 31/05/2018,2023,HDB,533819,19,53,North East Region,Hougang
REGENTVILLE,"1,228,000","1,076.4","1,141",04 Sep 2023,10 HOUGANG STREET 92 #11-07,Resale,Strata,100,"12,280",-,Apartment,1,99 yrs from 24/04/1996,1999,HDB,538687,19,53,North East Region,Hougang
CHILTERN PARK,"1,660,000","1,248.62","1,329",04 Sep 2023,135 SERANGOON AVENUE 3 #08-03,Resale,Strata,116,"14,310",-,Condominium,1,99 yrs from 01/03/1991,1995,HDB,556114,19,55,North East Region,Serangoon
CASA ROSA,"1,500,000","1,496.2","1,003",04 Sep 2023,35 LORONG ONG LYE #02-07,Resale,Strata,139,"10,791",-,Condominium,1,99 yrs from 02/02/1998,2001,Private,536443,19,53,North East Region,Serangoon
AFFINITY AT SERANGOON,"1,700,000",904.18,"1,880",04 Sep 2023,26 SERANGOON NORTH AVENUE 1 #04-43,Sub Sale,Strata,84,"20,238",-,Apartment,1,99 yrs from 18/05/2018,2023,Private,554340,19,55,North East Region,Serangoon
RIVERFRONT RESIDENCES,"820,000",516.67,"1,587",04 Sep 2023,41 HOUGANG AVENUE 7 #03-07,Sub Sale,Strata,48,"17,083",-,Apartment,1,99 yrs from 31/05/2018,2023,Private,533813,19,53,North East Region,Hougang
THE MINTON,"1,650,000","1,087.16","1,518",04 Sep 2023,12 HOUGANG STREET 11 #12-54,Resale,Strata,101,"16,337",-,Condominium,1,99 yrs from 27/07/2007,2013,Private,534075,19,53,North East Region,Hougang
THE FLORENCE RESIDENCES,"1,650,000",936.47,"1,762",04 Sep 2023,83 HOUGANG AVENUE 2 #09-16,Sub Sale,Strata,87,"18,966",-,Apartment,1,99 yrs from 24/12/2018,2023,Private,538860,19,53,North East Region,Hougang
KOVAN REGENCY,"1,280,000",990.29,"1,293",05 Sep 2023,2 KOVAN RISE #14-02,Resale,Strata,92,"13,913",-,Condominium,1,99 yrs from 24/04/2012,2015,HDB,544734,19,54,North East Region,Hougang
KOVAN CREST,"1,640,000","1,280.92","1,280",05 Sep 2023,45 KOVAN ROAD #04-01,Resale,Strata,119,"13,782",-,Apartment,1,Freehold,1999,HDB,548130,19,54,North East Region,Hougang
AFFINITY AT SERANGOON,"1,365,000",731.95,"1,865",05 Sep 2023,30 SERANGOON NORTH AVENUE 1 #07-66,Sub Sale,Strata,68,"20,074",-,Apartment,1,99 yrs from 18/05/2018,2023,Private,554342,19,55,North East Region,Serangoon
CENTRAL VIEW,"1,100,000",979.52,"1,123",05 Sep 2023,50 HOUGANG STREET 11 #03-01,Resale,Strata,91,"12,088",-,Condominium,1,99 yrs from 20/03/1998,2002,Private,538749,19,53,North East Region,Hougang
RIVERSOUND RESIDENCE,"1,320,000","1,065.64","1,239",05 Sep 2023,9A SENGKANG EAST AVENUE #04-33,Resale,Strata,99,"13,333",-,Condominium,1,99 yrs from 26/08/2011,2015,HDB,544743,19,54,North East Region,Sengkang
AFFINITY AT SERANGOON,"1,550,000",850.36,"1,823",05 Sep 2023,28 SERANGOON NORTH AVENUE 1 #13-59,Sub Sale,Strata,79,"19,620",-,Apartment,1,99 yrs from 18/05/2018,2023,HDB,554341,19,55,North East Region,Serangoon
SUITES @ PAYA LEBAR,"620,000",398.27,"1,557",06 Sep 2023,420 UPPER PAYA LEBAR ROAD #01-11,Resale,Strata,37,"16,757",-,Apartment,1,Freehold,2013,Private,534049,19,53,North East Region,Hougang
N.A.,"2,485,000","2,195.86","1,132",06 Sep 2023,44 JANSEN ROAD #03-01,Resale,Strata,204,"12,181",-,Apartment,1,999 yrs from 01/09/1876,1992,Private,548446,19,54,North East Region,Hougang
AFFINITY AT SERANGOON,"1,425,888",753.48,"1,892",06 Sep 2023,20 SERANGOON NORTH AVENUE 1 #12-17,Sub Sale,Strata,70,"20,370",-,Apartment,1,99 yrs from 18/05/2018,2023,HDB,554337,19,55,North East Region,Serangoon
THE QUARTZ,"1,960,000","1,550.02","1,265",07 Sep 2023,59 COMPASSVALE BOW #17-18,Resale,Strata,144,"13,611",-,Condominium,1,99 yrs from 18/04/2005,2009,Private,544988,19,54,North East Region,Sengkang
KENSINGTON SQUARE,"950,000",613.55,"1,548",07 Sep 2023,2 JALAN LOKAM #03-13,Resale,Strata,57,"16,667",-,Apartment,1,Freehold,2016,HDB,537846,19,53,North East Region,Hougang
COMPASS HEIGHTS,"1,565,000","1,291.68","1,212",07 Sep 2023,9 SENGKANG SQUARE #08-07,Resale,Strata,120,"13,042",-,Apartment,1,99 yrs from 30/04/2000,2002,Private,545075,19,54,North East Region,Sengkang
THE SPRINGBLOOM,"2,185,000","1,539.25","1,420",07 Sep 2023,145 SERANGOON AVENUE 3 #06-07,Resale,Strata,143,"15,280",-,Condominium,1,99 yrs from 01/03/1995,1999,Private,556122,19,55,North East Region,Serangoon
LA FIESTA,"1,096,000",731.95,"1,497",07 Sep 2023,68 SENGKANG SQUARE #10-38,Resale,Strata,68,"16,118",-,Condominium,1,99 yrs from 03/09/2012,2016,HDB,544704,19,54,North East Region,Sengkang
KINGSFORD WATERBAY,"710,000",484.38,"1,466",07 Sep 2023,72 UPPER SERANGOON VIEW #08-43,Resale,Strata,45,"15,778",-,Apartment,1,99 yrs from 03/03/2014,2018,HDB,533882,19,53,North East Region,Hougang
WATERTOWN,"1,980,000","1,119.46","1,769",07 Sep 2023,65 PUNGGOL CENTRAL #10-09,Resale,Strata,104,"19,038",-,Apartment,1,99 yrs from 18/05/2011,2017,Private,828842,19,82,North East Region,Punggol
AFFINITY AT SERANGOON,"835,000",473.62,"1,763",07 Sep 2023,18 SERANGOON NORTH AVENUE 1 #14-09,Sub Sale,Strata,44,"18,977",-,Apartment,1,99 yrs from 18/05/2018,2023,HDB,554336,19,55,North East Region,Serangoon
THE FLORENCE RESIDENCES,"1,110,000",624.31,"1,778",07 Sep 2023,93 HOUGANG AVENUE 2 #06-63,Sub Sale,Strata,58,"19,138",-,Apartment,1,99 yrs from 24/12/2018,2023,HDB,538865,19,53,North East Region,Hougang
PARC VERA,"901,000",710.42,"1,268",08 Sep 2023,8 HOUGANG STREET 32 #04-15,Resale,Strata,66,"13,652",-,Condominium,1,99 yrs from 20/12/2010,2014,HDB,534038,19,53,North East Region,Hougang
KENSINGTON PARK CONDOMINIUM,"2,300,000","1,657.66","1,388",08 Sep 2023,12 KENSINGTON PARK DRIVE #04-05,Resale,Strata,154,"14,935",-,Condominium,1,999 yrs from 01/04/1878,1990,Private,557325,19,55,North East Region,Serangoon
THE FLORENCE RESIDENCES,"900,000",527.44,"1,706",08 Sep 2023,81 HOUGANG AVENUE 2 #07-02,Sub Sale,Strata,49,"18,367",-,Apartment,1,99 yrs from 24/12/2018,2023,HDB,538859,19,53,North East Region,Hougang
BOTANIQUE AT BARTLEY,"1,870,000","1,033.34","1,810",08 Sep 2023,221 UPPER PAYA LEBAR ROAD #08-03,Resale,Strata,96,"19,479",-,Condominium,1,99 yrs from 14/04/2014,2019,Private,533875,19,53,North East Region,Serangoon
SUITES @ PAYA LEBAR,"680,000",398.27,"1,707",08 Sep 2023,420 UPPER PAYA LEBAR ROAD #02-14,Resale,Strata,37,"18,378",-,Apartment,1,Freehold,2013,Private,534049,19,53,North East Region,Hougang
AFFINITY AT SERANGOON,"770,000",473.62,"1,626",08 Sep 2023,22 SERANGOON NORTH AVENUE 1 #02-22,Sub Sale,Strata,44,"17,500",-,Apartment,1,99 yrs from 18/05/2018,2023,HDB,554338,19,55,North East Region,Serangoon
AFFINITY AT SERANGOON,"1,910,000","1,076.4","1,774",08 Sep 2023,30 SERANGOON NORTH AVENUE 1 #11-65,Sub Sale,Strata,100,"19,100",-,Apartment,1,99 yrs from 18/05/2018,2023,Private,554342,19,55,North East Region,Serangoon
BOTANIQUE AT BARTLEY,"890,000",516.67,"1,723",08 Sep 2023,233 UPPER PAYA LEBAR ROAD #12-34,Resale,Strata,48,"18,542",-,Condominium,1,99 yrs from 14/04/2014,2019,HDB,533869,19,53,North East Region,Serangoon
BOATHOUSE RESIDENCES,"1,488,888","1,076.4","1,383",08 Sep 2023,25 UPPER SERANGOON VIEW #18-09,Resale,Strata,100,"14,889",-,Condominium,1,99 yrs from 09/02/2011,2015,HDB,534046,19,53,North East Region,Hougang
KINGSFORD WATERBAY,"1,285,800",882.65,"1,457",08 Sep 2023,76 UPPER SERANGOON VIEW #11-59,Resale,Strata,82,"15,680",-,Apartment,1,99 yrs from 03/03/2014,2018,Private,533880,19,53,North East Region,Hougang
COMPASS HEIGHTS,"1,065,000","1,140.98",933,08 Sep 2023,11 SENGKANG SQUARE #03-42,Resale,Strata,106,"10,047",-,Apartment,1,99 yrs from 30/04/2000,2002,Private,545076,19,54,North East Region,Sengkang
THE GARDEN RESIDENCES,"920,000",516.67,"1,781",08 Sep 2023,1 SERANGOON NORTH VIEW #08-06,Resale,Strata,48,"19,167",-,Apartment,1,99 yrs from 30/10/2017,2021,Private,554343,19,55,North East Region,Serangoon
KINGSFORD WATERBAY,"1,090,000",850.36,"1,282",08 Sep 2023,70 UPPER SERANGOON VIEW #05-29,Resale,Strata,79,"13,797",-,Apartment,1,99 yrs from 03/03/2014,2018,Private,533883,19,53,North East Region,Hougang
RIVERSAILS,"1,220,000",914.94,"1,333",08 Sep 2023,20 UPPER SERANGOON CRESCENT #08-50,Resale,Strata,85,"14,353",-,Condominium,1,99 yrs from 07/12/2011,2016,HDB,534026,19,53,North East Region,Hougang
JEWEL @ BUANGKOK,"1,225,000",731.95,"1,674",08 Sep 2023,89 COMPASSVALE BOW #10-29,Resale,Strata,68,"18,015",-,Condominium,1,99 yrs from 12/09/2012,2016,Private,544687,19,54,North East Region,Sengkang
THE FLORENCE RESIDENCES,"1,180,000",667.37,"1,768",08 Sep 2023,83 HOUGANG AVENUE 2 #05-14,Sub Sale,Strata,62,"19,032",-,Apartment,1,99 yrs from 24/12/2018,2023,HDB,538860,19,53,North East Region,Hougang
THE FLORENCE RESIDENCES,"1,840,000",990.29,"1,858",08 Sep 2023,81 HOUGANG AVENUE 2 #07-07,Sub Sale,Strata,92,"20,000",-,Apartment,1,99 yrs from 24/12/2018,2023,Private,538859,19,53,North East Region,Hougang
RIVERFRONT RESIDENCES,"1,055,000",613.55,"1,720",11 Sep 2023,45 HOUGANG AVENUE 7 #10-30,Sub Sale,Strata,57,"18,509",-,Apartment,1,99 yrs from 31/05/2018,2023,HDB,533815,19,53,North East Region,Hougang
KINGSFORD WATERBAY,"1,740,000","1,216.33","1,431",11 Sep 2023,80 UPPER SERANGOON VIEW #14-76,Resale,Strata,113,"15,398",-,Apartment,1,99 yrs from 03/03/2014,2018,HDB,533878,19,53,North East Region,Hougang
CHILTERN PARK,"1,860,000","1,302.44","1,428",11 Sep 2023,133 SERANGOON AVENUE 3 #04-01,Resale,Strata,121,"15,372",-,Condominium,1,99 yrs from 01/03/1991,1995,Private,556113,19,55,North East Region,Serangoon
BARTLEY RESIDENCES,"2,010,000","1,162.51","1,729",11 Sep 2023,5 LORONG HOW SUN #15-24,Resale,Strata,108,"18,611",-,Apartment,1,99 yrs from 29/06/2011,2015,Private,536562,19,53,North East Region,Serangoon
RIVERSAILS,"2,730,000","2,475.72","1,103",11 Sep 2023,8 UPPER SERANGOON CRESCENT #18-18,Resale,Strata,230,"11,870",-,Condominium,1,99 yrs from 07/12/2011,2016,Private,534032,19,53,North East Region,Hougang
ISUITES @ PALM,"666,000",430.56,"1,547",11 Sep 2023,26 GLASGOW ROAD #05-09,Resale,Strata,40,"16,650",-,Apartment,1,999 yrs from 02/12/1878,2013,Private,549345,19,54,North East Region,Hougang
RIVERFRONT RESIDENCES,"1,055,000",613.55,"1,720",11 Sep 2023,53 HOUGANG AVENUE 7 #07-68,Sub Sale,Strata,57,"18,509",-,Apartment,1,99 yrs from 31/05/2018,2023,Private,533819,19,53,North East Region,Hougang
RIVER ISLES,"2,000,000","1,474.67","1,356",11 Sep 2023,66 EDGEDALE PLAINS #05-31,Resale,Strata,137,"14,599",-,Condominium,1,99 yrs from 06/02/2012,2015,Private,828732,19,82,North East Region,Punggol
THE GARDEN RESIDENCES,"1,535,000",796.54,"1,927",11 Sep 2023,9 SERANGOON NORTH VIEW #07-42,Resale,Strata,74,"20,743",-,Apartment,1,99 yrs from 30/10/2017,2021,HDB,554347,19,55,North East Region,Serangoon
KOVAN RESIDENCES,"1,388,000",893.41,"1,554",11 Sep 2023,1A KOVAN ROAD #15-06,Resale,Strata,83,"16,723",-,Condominium,1,99 yrs from 31/12/2007,2011,Private,544916,19,54,North East Region,Hougang
FIORENZA,"2,500,000","1,905.23","1,312",12 Sep 2023,42 FLORENCE ROAD #05-03,Resale,Strata,177,"14,124",-,Apartment,1,Freehold,2011,HDB,549576,19,54,North East Region,Hougang
THE SCALA,"860,000",473.62,"1,816",12 Sep 2023,130 SERANGOON AVENUE 3 #10-05,Resale,Strata,44,"19,545",-,Apartment,1,99 yrs from 06/01/2010,2013,Private,554479,19,55,North East Region,Serangoon
FLO RESIDENCE,"1,010,000",764.24,"1,322",12 Sep 2023,7 PUNGGOL FIELD WALK #07-17,Resale,Strata,71,"14,225",-,Condominium,1,99 yrs from 05/12/2011,2016,HDB,828742,19,82,North East Region,Punggol
THE SCALA,"1,750,000","1,044.11","1,676",12 Sep 2023,134 SERANGOON AVENUE 3 #16-16,Resale,Strata,97,"18,041",-,Apartment,1,99 yrs from 06/01/2010,2013,Private,554477,19,55,North East Region,Serangoon
FONTAINE PARRY,"2,128,000","1,550.02","1,373",12 Sep 2023,77 POH HUAT ROAD #01-17,Resale,Strata,144,"14,778",-,Condominium,1,999 yrs from 16/08/1877,2010,Private,546785,19,54,North East Region,Hougang
LA FIESTA,"1,093,888",731.95,"1,494",13 Sep 2023,58 SENGKANG SQUARE #13-17,Resale,Strata,68,"16,087",-,Condominium,1,99 yrs from 03/09/2012,2016,HDB,544699,19,54,North East Region,Sengkang
AFFINITY AT SERANGOON,"1,700,000",904.18,"1,880",13 Sep 2023,30 SERANGOON NORTH AVENUE 1 #11-69,Sub Sale,Strata,84,"20,238",-,Apartment,1,99 yrs from 18/05/2018,2023,HDB,554342,19,55,North East Region,Serangoon
AFFINITY AT SERANGOON,"940,000",538.2,"1,747",13 Sep 2023,30 SERANGOON NORTH AVENUE 1 #13-73,Sub Sale,Strata,50,"18,800",-,Apartment,1,99 yrs from 18/05/2018,2023,HDB,554342,19,55,North East Region,Serangoon
COMPASS HEIGHTS,"1,828,000","1,754.53","1,042",13 Sep 2023,9 SENGKANG SQUARE #03-18,Resale,Strata,163,"11,215",-,Apartment,1,99 yrs from 30/04/2000,2002,HDB,545075,19,54,North East Region,Sengkang
RIVERFRONT RESIDENCES,"2,780,000","1,485.43","1,872",13 Sep 2023,57 HOUGANG AVENUE 7 #16-82,Sub Sale,Strata,138,"20,145",-,Apartment,1,99 yrs from 31/05/2018,2023,Private,533821,19,53,North East Region,Hougang
RIVERSAILS,"1,565,000","1,108.69","1,412",13 Sep 2023,8 UPPER SERANGOON CRESCENT #17-22,Resale,Strata,103,"15,194",-,Condominium,1,99 yrs from 07/12/2011,2016,Private,534032,19,53,North East Region,Hougang
RIVERFRONT RESIDENCES,"835,000",516.67,"1,616",13 Sep 2023,47 HOUGANG AVENUE 7 #13-34,Sub Sale,Strata,48,"17,396",-,Apartment,1,99 yrs from 31/05/2018,2023,HDB,533816,19,53,North East Region,Hougang
RIVERSOUND RESIDENCE,"1,220,000",947.23,"1,288",14 Sep 2023,5 SENGKANG EAST AVENUE #04-17,Resale,Strata,88,"13,864",-,Condominium,1,99 yrs from 26/08/2011,2015,HDB,544740,19,54,North East Region,Sengkang
CASA ROSA,"1,270,000","1,130.22","1,124",14 Sep 2023,37 LORONG ONG LYE #03-23,Resale,Strata,105,"12,095",-,Condominium,1,99 yrs from 02/02/1998,2001,Private,536445,19,53,North East Region,Serangoon
JEWEL @ BUANGKOK,"1,210,000",731.95,"1,653",14 Sep 2023,83 COMPASSVALE BOW #04-09,Resale,Strata,68,"17,794",-,Condominium,1,99 yrs from 12/09/2012,2016,HDB,544684,19,54,North East Region,Sengkang
RIVERVALE CREST,"1,230,000","1,216.33","1,011",14 Sep 2023,9 RIVERVALE CRESCENT #11-30,Resale,Strata,113,"10,885",-,Apartment,1,99 yrs from 06/12/1997,2002,HDB,545086,19,54,North East Region,Sengkang
BARTLEY RESIDENCES,"1,900,000","1,087.16","1,748",15 Sep 2023,3 LORONG HOW SUN #06-11,Resale,Strata,101,"18,812",-,Apartment,1,99 yrs from 29/06/2011,2015,Private,536560,19,53,North East Region,Serangoon
THE FLORENCE RESIDENCES,"1,650,000",936.47,"1,762",15 Sep 2023,83 HOUGANG AVENUE 2 #07-16,Sub Sale,Strata,87,"18,966",-,Apartment,1,99 yrs from 24/12/2018,2023,HDB,538860,19,53,North East Region,Hougang
THE MINTON,"1,325,000",979.52,"1,353",15 Sep 2023,8A HOUGANG STREET 11 #02-25,Resale,Strata,91,"14,560",-,Condominium,1,99 yrs from 27/07/2007,2013,Private,534081,19,53,North East Region,Hougang
THE QUARTZ,"1,450,000","1,044.11","1,389",15 Sep 2023,53 COMPASSVALE BOW #12-06,Resale,Strata,97,"14,948",-,Condominium,1,99 yrs from 18/04/2005,2009,HDB,544985,19,54,North East Region,Sengkang
REGENTVILLE,"1,162,000",979.52,"1,186",15 Sep 2023,10 HOUGANG STREET 92 #10-06,Resale,Strata,91,"12,769",-,Apartment,1,99 yrs from 24/04/1996,1999,Private,538687,19,53,North East Region,Hougang
KINGSFORD WATERBAY,"720,000",484.38,"1,486",15 Sep 2023,66 UPPER SERANGOON VIEW #15-10,Resale,Strata,45,"16,000",-,Apartment,1,99 yrs from 03/03/2014,2018,HDB,533885,19,53,North East Region,Hougang
RIVERFRONT RESIDENCES,"818,000",516.67,"1,583",15 Sep 2023,45 HOUGANG AVENUE 7 #01-23,Sub Sale,Strata,48,"17,042",-,Apartment,1,99 yrs from 31/05/2018,2023,HDB,533815,19,53,North East Region,Hougang
KINGSFORD WATERBAY,"1,288,000",893.41,"1,442",15 Sep 2023,66 UPPER SERANGOON VIEW #14-16,Resale,Strata,83,"15,518",-,Apartment,1,99 yrs from 03/03/2014,2018,HDB,533885,19,53,North East Region,Hougang
THE LUXURIE,"1,162,000",775.01,"1,499",18 Sep 2023,17 COMPASSVALE ROAD #11-11,Resale,Strata,72,"16,139",-,Condominium,1,99 yrs from 15/06/2011,2015,Private,544752,19,54,North East Region,Sengkang
THE SCALA,"830,000",473.62,"1,752",18 Sep 2023,134 SERANGOON AVENUE 3 #04-14,Resale,Strata,44,"18,864",-,Apartment,1,99 yrs from 06/01/2010,2013,HDB,554477,19,55,North East Region,Serangoon
KINGSFORD WATERBAY,"1,450,000","1,097.93","1,321",18 Sep 2023,76 UPPER SERANGOON VIEW #16-59,Resale,Strata,102,"14,216",-,Apartment,1,99 yrs from 03/03/2014,2018,Private,533880,19,53,North East Region,Hougang
JEWEL @ BUANGKOK,"1,360,000",882.65,"1,541",18 Sep 2023,81 COMPASSVALE BOW #01-02,Resale,Strata,82,"16,585",-,Condominium,1,99 yrs from 12/09/2012,2016,Private,544823,19,54,North East Region,Sengkang
